idx,class,conversation
n_0436,일반 대화,"야 회사 야유회 어디로 갈지 알아?
에버랜드래
와 진짜? 좋겠다
교통비도 지원해준대
언제야?
다다음 주 금요일
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0437,일반 대화,"업무 메일 답장 아직 안 왔어요
누구한테요?
마케팅팀 김대리님이요
점심 이후에 오지 않을까요
기다려봐야겠어요
급한 건 전화해보세요
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0438,일반 대화,"야 회의실 예약 좀 해줘
몇 시요?
3시에 1시간이요
어느 회의실이요?
A회의실 부탁해요
네 예약했어요
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0439,일반 대화,"오늘 신입사원 교육 하는 날이야
긴장돼요
처음이라 그렇지 금방 적응해요
감사합니다 열심히 하겠습니다
모르는 거 있으면 편하게 물어봐요
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야"
n_0440,일반 대화,"야 오늘 일찍 퇴근해도 되나?
무슨 일 있어?
병원 예약이 있어서
팀장님한테 말씀드렸어?
응 허락받았어
그럼 빨리 가 건강이 중요하지
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야"
n_0441,일반 대화,"사내 체육대회 참가할 거야?
줄다리기 나갈까 해요
우리 팀 작년에 우승했잖아요
올해도 해보죠
연습 언제 해요?
점심시간에 하자고요
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자"
n_0442,일반 대화,"야 이 서류 검토 좀 해줘
어떤 서류요?
계약서 초안이야
오늘 중으로 볼게요
고마워 급한 건 아닌데 이번 주 내로
네 알겠습니다
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0443,일반 대화,"퇴근 후에 운동 갈 건데 같이 갈래?
헬스장이요?
응 회사 근처
좋아요 몇 시에요?
7시쯤이요
알겠어요 같이 가요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0444,일반 대화,"야 출장 갈 때 짐 뭐 챙겨?
노트북이랑 충전기 필수고
명함 있어?
아 맞다 명함 챙겨야지
호텔 예약은?
총무팀에서 해줬어
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0445,일반 대화,"내일 대표님 미팅이래요
긴장되네요
자료 꼼꼼히 확인해두세요
네 지금 마지막 점검 중이에요
잘 될 거예요
감사합니다 응원 고마워요
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0446,일반 대화,"야 회사 근처 좋은 점심 맛집 없어?
일식 좋아해요?
응 좋아해
뒷골목에 라멘집 괜찮아요
가격은?
8000원이요 양도 많아요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어"
n_0447,일반 대화,"사내 동아리 뭐 있어요?
독서 동아리 있고 러닝 동아리도 있어요
밴드 동아리는요?
그것도 있어요 기타 칠 줄 알아요?
좀 치는데
환영받을 거예요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ"
n_0448,일반 대화,"야 오늘 보고서 마감이야
얼마나 남았어?
거의 다 했어 마무리만
수고 많아 도움 필요하면 말해
고마워 혼자 할 수 있을 것 같아
그래 커피 타줄게
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ"
n_0449,일반 대화,"회사 생활 적응 됐어요?
네 이제 좀 익숙해졌어요
처음엔 다 그래요 금방 적응하더라고
선배님들이 잘 챙겨줘서 감사해요
우리 팀 분위기 좋으니까 편하게 해요
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0450,일반 대화,"야 연말 보너스 나온대
얼마나?
기본급의 150%래
와 좋겠다
열심히 한 보람이 있어
회식 한번 해야겠다
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0451,일반 대화,"내일 워크샵이에요
어디서 해요?
양평 리조트래요
프로그램은 뭐예요?
팀빌딩 활동이랑 저녁 BBQ
재밌겠다 기대돼요
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야"
n_0452,일반 대화,"야 이력서 업데이트 해놔
왜 옮길 거야?
아니 그냥 항상 최신으로 유지하려고
그것도 맞아
링크드인도 관리해놔
그래야겠다
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0453,일반 대화,"사무실 간식 뭐 사올까요?
초코파이 좋아요
과일도 사와요
딸기 있을까?
마트에서 확인해볼게요
고마워요 잘 부탁해요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0454,일반 대화,"야 내일 중요한 프레젠테이션인데 떨려
연습 많이 했잖아
근데 긴장되는 건 어쩔 수 없어
천천히 말하면 돼 자신감 있게
고마워 응원이 힘이 된다
잘 할 거야 화이팅
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0455,일반 대화,"오늘 택시비 정산 가능해요?
영수증 있으면 돼요
앱으로 캡처해도 돼요?
네 경비 시스템에 올리면 돼요
고마워요 처음이라 몰랐어요
언제든 물어봐요
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ"
n_0456,일반 대화,"야 오후에 외근이야
어디요?
삼성동 클라이언트 사무실
같이 가요?
아니 혼자 괜찮아
택시 타고 가 교통비 청구해
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0457,일반 대화,"사수님 이거 어떻게 하는 건지 모르겠어요
어떤 거?
이 엑셀 함수가 안 먹히는데
VLOOKUP이야? 보여줘
감사합니다 이 부분이요
아 범위가 잘못됐어 여기를 고쳐봐
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0458,일반 대화,"회사 복도에서 대표님 마주쳤어
인사했어?
네 근데 긴장돼서 목례만 했어요ㅋ
대표님 성격 좋으시잖아
맞아 미소 지어주셨어요
잘했어 자연스럽게 하면 돼
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0459,일반 대화,"야 점심 도시락 싸왔어?
응 어제 남은 반찬으로
나도 도시락 싸야 하는데
절약도 되고 좋아
뭐 싸왔어?
계란말이랑 불고기
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자"
n_0460,일반 대화,"이번 분기 성과 평가 어땠어요?
상위 등급 받았어요
축하해요! 열심히 한 보람이 있네요
감사합니다 팀 덕분이에요
겸손하기까지
다 함께 한 결과예요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ"
n_0461,일반 대화,"야 사무실에 손소독제 다 떨어졌어
총무팀에 요청할게요
마스크도 부족해요
그것도 같이 말해줘요
네 오늘 중으로 연락할게요
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0462,일반 대화,"야 오늘 정시 퇴근하고 한잔하자
좋아 어디서?
을지로 노포 호프집
거기 분위기 좋지
와 스트레스 풀자
맥주에 치킨이면 완벽해
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데"
n_0463,일반 대화,"내일부터 재택이래요
진짜요? 기간은요?
이번 주만이래요
좋겠다 출퇴근 안 해도 되니까
근데 집에서 집중 안 되는 게 함정
그건 맞아요ㅋ
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0464,일반 대화,"야 회사에서 자기계발비 지원해준대
얼마까지요?
연 50만 원이래
뭐 배울 거야?
코딩 온라인 강의 들으려고
좋은 생각이다 나도 알아봐야지
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어"
n_0465,일반 대화,"오늘 퇴근하고 치과 가야 해요
무슨 치료예요?
스케일링이요
아프지 않아요
그래도 긴장되네요ㅋ
금방 끝나요 30분이면 돼요
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데"
n_0466,일반 대화,"야 내가 만든 보고서 피드백 좀 해줘
지금 보내줄래?
네 이메일로 보냈어요
오후까지 봐줄게
꼼꼼하게 부탁해요
걱정 마 잘 볼게
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어"
n_0467,일반 대화,"회사 점심시간 1시간이 너무 짧아
맞아요 먹고 오면 끝이에요
1시간 반이면 좋겠다
산책이라도 하고 싶은데
그래도 간단히 걸으면 돼요
그래야겠다
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ"
n_0468,일반 대화,"야 이번에 회사 워크숍 재밌었어
팀빌딩 뭐 했어?
방탈출 했어요
오 재밌겠다
우리 팀이 1등 했어ㅋ
와 축하해
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0469,일반 대화,"야 사내 교육 들으러 가야 해
뭔 교육이요?
정보보안 교육이요
의무인가?
응 안 들으면 안 돼
얼마나 걸려?
1시간이요
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0470,일반 대화,"입사 동기들이랑 밥 먹었어
오 좋았겠다
각자 부서 다르니까 못 보거든
근황 토크했겠네
응 서로 고충도 나누고ㅋ
좋은 사이 유지해
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야"
n_0471,일반 대화,"야 이메일 CC에 팀장님 넣어야 해?
중요한 메일이면 넣어
프로젝트 진행 상황 보고예요
그럼 넣어 팀장님도 알아야지
알겠어요 감사합니다
별말씀을요
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자"
n_0472,일반 대화,"오늘 팀 점심은 뭘로 하죠?
짜장면 어때요?
또 중식이요?
그러면 뭐가 좋아요?
김치찌개는?
좋아요 근처 한식집 가죠
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까"
n_0473,일반 대화,"야 주말에도 출근해야 해?
아니 이번 주는 괜찮아
다행이다 쉬어야지
그래 푹 쉬어
월요일에 봐
좋은 주말 보내요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0474,일반 대화,"사원증 잃어버렸어요ㅠ
총무팀에 말했어요?
아직이요
빨리 말해요 재발급 받아야죠
비용 나와요?
5000원인가 그래요
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까"
n_0475,일반 대화,"야 회사 자판기 음료 뭐가 맛있어?
핫초코 괜찮아요
커피는?
아메리카노는 그냥저냥이에요
카페 가는 게 나으려나
자판기는 무료라서 이점이 있지ㅋ
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까"
n_0476,일반 대화,"새 프로젝트 기획안 봤어요?
아직이요 보내주세요
공유 드라이브에 올려놨어요
네 확인하겠습니다
피드백 부탁드려요
오늘 중으로 볼게요
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고
이직할 때도 도움 될 거야 화이팅
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까"
n_0477,일반 대화,"야 오늘 대리님 생일이래
아 진짜? 케이크 사야겠다
다 같이 모금했어 3000원씩
오케이 나도 줄게
감사 퇴근 전에 축하하자
좋아요 깜짝 파티!
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ"
n_0478,일반 대화,"야 회사 건물 엘리베이터 점검이래
아 그래요? 계단으로요?
응 오전 중에 끝난대
12층인데 힘들겠다
운동이라 생각하자ㅋ
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어
점심 먹고 5분만 눈 붙이면 오후가 달라지는데
다음에 쉬는 시간 확보하자 건강이 먼저야ㅋㅋ"
n_0479,일반 대화,"오늘 워라밸 좋은 하루였어요
일찍 끝났어요?
네 5시 반에 퇴근했어요
와 좋겠다 나도 빨리 끝내고 싶다
다음엔 선배님도 일찍 퇴근하세요
그래야지ㅎ
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0480,일반 대화,"야 내일 아침에 조회 있어?
네 9시에요
무슨 내용이에요?
이번 달 매출 보고래요
자료 준비해야겠다
네 정리해서 공유할게요
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0481,일반 대화,"야 회사 냉장고에 내 요거트 있는데 먹지 마
이름 써놔ㅋ
아 맞다 포스트잇 붙여야겠다
사라지는 건 한순간이야
누가 먹었으면 어쩌지ㅠ
냉장고 규칙 정하자
오늘 하루도 수고했어 퇴근하고 푹 쉬어
너도 고생했어 내일도 힘내자
금요일까지만 버티면 주말이야 조금만 참자
맞아 주말 생각하면서 버티는 거야
좋아 내일도 화이팅 잘 자
새 프로젝트 기대되긴 하다 새로운 거 배울 수 있으니까
맞아 성장할 수 있는 기회잖아
열심히 해서 좋은 성과 내자
포트폴리오에도 넣을 수 있고"
n_0482,일반 대화,"오늘 회의 잘 됐어요?
네 기획안 통과됐어요!
축하해요 고생했잖아요
다 팀원들 덕분이에요
이제 실행만 남았네요
네 열심히 해보겠습니다
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0483,일반 대화,"야 사무실 가습기 켜줘
건조하죠?
응 목이 따끔거려
물 넣어놓을게요
고마워
겨울에는 가습기 필수에요
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까"
n_0484,일반 대화,"야 회사 식당 리뉴얼했대
진짜요? 메뉴 바뀌었어요?
응 샐러드 바도 생기고
가격은 그대로야?
응 여전히 5000원
좋겠다 내일 가봐야겠어요
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0485,일반 대화,"오늘 팀장님이 칭찬해주셨어
와 뭐라고요?
보고서 잘 썼다고
기분 좋겠다
응 오랜만에 칭찬 들으니까 힘이 나
역시 인정받는 게 중요하지
회사 생활도 이런 동료 있으면 버틸 만해
맞아 좋은 사람들이랑 일하니까 다행이야
서로 도우면서 잘 해보자 팀워크가 최고야
맞아 혼자서는 못하는 일도 같이 하면 되니까
든든한 동료가 있어서 감사해"
n_0486,일반 대화,"야 오늘 타부서 회의 있었는데 진이 빠졌어
길었어요?
3시간이야ㅠ
와 길다 결론은 났어?
겨우 결론 냈어 다음 주에 또 해야 해
힘내세요
일 끝나면 맛있는 거 먹으러 가자 보상해야지
좋아 퇴근하면 연락해 같이 가자
뭐 먹을까 고기? 회? 치킨?
오늘은 치킨이 먹고 싶어 야근했으니까
좋아 치맥 가자 오늘은 우리가 주인공이야ㅋㅋ"
n_0487,일반 대화,"야 점심에 산책 같이 할래?
좋아요 어디로?
회사 뒤 공원이요
15분이면 되죠?
응 기분 전환 되니까 좋아
매일 하면 건강에도 좋을 듯
이번 프로젝트 끝나면 좀 쉴 수 있겠지
그래 마무리만 잘하면 한숨 돌릴 수 있어
조금만 더 힘내자 거의 다 왔으니까
맞아 마지막 스퍼트 제대로 하자
끝나면 회식 한번 하자 팀원들이랑ㅋㅋ
점심시간이 너무 짧아 밥 먹고 커피 마시면 끝이야
그니까 1시간인데 체감상 30분이야
낮잠 좀 자고 싶은데 시간이 없어"
