idx,class,conversation
h_160,일반 대화,"야 너 운전할 때 좀 조심해 아까 차선 변경 갑자기 해서 심장 떨어지는 줄 알았어
어디가 위험해 잘 봤는데 옆 차가 안 오는 거 확인하고 했어
방금 깜빡이도 안 켰잖아 ㅋㅋ 그리고 속도도 좀 빠른 것 같은데
아 맞다 깜빡이 깜빡했네 ㅋㅋ 미안 앞으로는 더 신경 쓸게 안전 운전 할게"
h_161,일반 대화,"야 내 충전기 가져간 거 너지? 내 방에 있던 건데 사라졌거든
아 미안 배터리 1프로 남아서 급하게 가져갔어 죽기 직전이었어
매번 그러잖아 자기 충전기 좀 사 우리 집 충전기가 다 네 거야? ㅋㅋ
알겠어 이번 주에 인터넷으로 주문할게 3개 사서 집안 곳곳에 놔둘게"
h_162,일반 대화,"왜 또 여기로 왔어 오늘은 다른 데 가자고 어제 약속했잖아
여기가 더 맛있다니까 한번만 더 와보면 진가를 알 수 있어
맨날 네 맘대로야 ㅋㅋ 지난주도 여기 왔잖아 매일 같은 메뉴 질리지 않아?
알겠어 다음에는 네가 고르자 오늘만 참아주면 내가 다음에 어디든 따라갈게"
h_163,일반 대화,"야 너 코골이 심해져서 같은 방에서 잠을 못 자겠어 ㅋㅋ 진지하게 얘기하는 거야
아 진짜 심해? 미안 나도 자면서 모르니까 얼마나 심한지 감이 안 잡혀
어젯밤에는 진짜 옆방으로 갈까 고민했다니까 귀마개도 소용없었어
미안해 코골이 완화 테이프 사볼게 안 되면 병원도 가볼게 진짜 미안"
h_164,일반 대화,"야 양말 좀 갈아신어 발 냄새 진짜 심하다 방 전체에 퍼졌잖아 ㅋㅋ
야 그런 말 하지 마 ㅠㅠ 운동하고 왔으니까 어쩔 수 없잖아 민감한 부분이야
농담이 아니라 진짜야 ㅋㅋ 근데 발 전용 세정제 쓰면 많이 나아진다더라
알겠어 ㅋㅋ 새 양말도 사고 세정제도 사볼게 미안해 씻고 올게"
h_165,일반 대화,"너 술 마시면 왜 그렇게 목소리가 커져? ㅋㅋ 옆 테이블에서 쳐다봤잖아
나 원래 텐션 올라가는 타입이야 즐거우면 자연스럽게 목소리가 커지는 거지
자연스러운 게 아니라 소음 공해 수준이야 ㅋㅋ 볼륨 좀 조절해
미안 미안 의식하면서 조용히 할게 근데 술 마시면 또 까먹을 것 같아"
h_166,일반 대화,"야 약속 장소를 왜 매번 강남으로 잡아 나는 강북인데 1시간 넘게 가야 해
거기가 서로 중간 지점이잖아 지도에서 확인해봤어
누구 기준 중간인데 ㅋㅋ 너네 집에서 20분이고 나는 1시간이야 어디가 중간이야
아 그렇게 되나 ㅋㅋ 미안 다음엔 네가 장소 정해 어디든 내가 갈게 약속"
h_167,일반 대화,"야 이 노래가 좋다고 진심으로 말하는 거야? 취향을 이해 못하겠어 진짜
이거 명곡이야 2000년대를 대표하는 곡인데 니가 모르는 거지
아무리 들어도 뭐가 좋은지 모르겠어 멜로디가 너무 단조로워
니가 5번만 더 들어봐 중독성 있거든 두고 봐 한 달 뒤에 흥얼거릴 거야"
h_168,일반 대화,"너 맨날 운동 간다 하면서 결국 안 가잖아 이번 달 헬스장 몇 번 갔어?
아 이번 주는 비 와서 안 갔어 ㅎㅎ 다음 주에는 진짜 갈 거야
지난주는 피곤하다 했고 그전에는 약속 있다 했잖아 ㅋㅋ 핑계 대장이야
알겠어 내일부터는 진짜 간다 같이 가자 감시해줘 ㅋㅋ"
h_169,일반 대화,"야 내가 진지하게 고민 상담하는데 왜 하품을 해 듣기 싫으면 말해 솔직하게
아 미안 어제 새벽 3시까지 과제 했거든 졸린 거지 네 얘기가 재미없는 게 아니야
내 고민 얘기가 자장가 수준이야? ㅋㅋ 듣는 척이라도 해줘
미안해 커피 사올게 마시고 제대로 들을게 처음부터 다시 얘기해줘 집중할게"
h_170,일반 대화,"자기야 설거지 네 차례야 내가 어제도 하고 그저께도 했거든 달력에 표시해놨어
어제 내가 한 것 같은데? 기억이 좀 다른데
냉장고에 붙여놓은 당번표 봐봐 어제 내 이름이야 오늘은 니 차례 맞지?
아 맞다 ㅋㅋ 착각했네 미안 지금 바로 할게 밀려 있는 것까지 다 해놓을게"
h_171,일반 대화,"야 너 말할 때 그 말버릇 좀 고쳐봐 대화할 때 신경 쓰여 ㅋㅋ
무슨 말버릇? 나 말버릇 있어? 처음 듣는데
말끝마다 근데를 붙이잖아 근데 근데 한 문장에 세 번은 써 ㅋㅋ
아 진짜? 나도 몰랐어 의식 못하고 있었나 보다 ㅋㅋ 고쳐볼게"
h_172,일반 대화,"형 TV 리모컨 줘 내가 볼 프로그램 시간이야 번갈아 보기로 했잖아
아직 이 경기 안 끝났어 5분만 더 보면 되거든 마지막 세트야
매번 5분이라고 해놓고 한 시간째 보고 있잖아 ㅋㅋ 약속 좀 지켜
알겠어 이 세트만 끝나면 진짜 줄게 심판 아저씨 빨리 끝내주세요"
h_173,일반 대화,"야 내가 비밀이라고 한 거 왜 다른 사람한테 말했어? 약속 어긴 거잖아
뭐? 무슨 비밀? 나 아무한테도 말 안 했는데
좋아하는 사람 있다고 나한테만 말했잖아 근데 은지가 그걸 알고 있더라
아 그건 진짜 실수야 은지한테 살짝 흘린 것 같아 미안해 앞으로 절대 안 그럴게"
h_174,일반 대화,"야 왜 단체 사진에서 나만 잘렸어? 다들 나오는데 나만 반쪽이야
미안 각도가 좀 안 좋았나 봐 ㅋㅋ 렌즈가 넓지 않아서
일부러 그런 거 아니야? 나만 빼려고 한 거 같은데 ㅋㅋ
아니야 진짜 실수야 다시 찍자 이번에는 네가 가운데 서 확실하게 다 나오게"
h_175,일반 대화,"야 나 인스타에 사진 올렸는데 너만 좋아요를 안 눌러줬잖아 서운해
아 바빠서 인스타를 못 봤어 ㅎㅎ 오늘 뜨긴 했어?
다른 친구들 게시물에는 다 좋아요 누르던데 내 것만 안 본 거야? ㅋㅋ
지금 바로 들어가서 누를게 댓글까지 남겨줄 테니까 삐지지 마"
h_176,일반 대화,"자기야 왜 친구 만나면 맨날 늦게 들어와? 11시라고 했으면 11시에 와야지
아 미안 친구들이 가지 말라고 해서 좀 늦어졌어 택시 타고 오는 중이야
그 핑계 벌써 세 번째야 ㅋㅋ 다음엔 시간 좀 지켜줘 나도 걱정되잖아
미안해 다음에는 알람 맞춰놓고 정확히 시간 맞춰서 올게 진짜로"
h_177,일반 대화,"야 내가 아끼던 텀블러 깨뜨린 거 너잖아 테이블에서 떨어진 거 봤어
아 그게 손에서 미끄러졌어 ㅠㅠ 정말 미안해 일부러 그런 거 아니야
그 텀블러 한정판이었는데 ㅋㅋ 구하기도 힘들었거든 보상해줘
같은 거 구할 수 있으면 사줄게 못 구하면 더 좋은 걸로 사줄게 진짜 미안해"
h_178,일반 대화,"너 요즘 연락이 너무 뜸해 우리 친구 맞아? ㅋㅋ 안부라도 좀 보내줘
아 미안해 시험 기간이라 진짜 정신없었어 폰도 거의 안 봤어
시험 끝나면 꼭 연락해 밥이라도 한번 먹자 나 삐졌어 진짜로
알겠어 시험 끝나는 금요일에 바로 연락할게 밥 내가 살게 미안해 ㅠㅠ"
h_179,일반 대화,"야 요즘 나보다 재영이랑 더 자주 만나는 것 같은데 나한테 질린 거야?
뭔 소리야 ㅋㅋ 재영이랑은 프로젝트 때문에 만나는 거야 질투하는 거야?
질투 아니고 팩트를 말하는 거야 지난달에 나랑 몇 번 만났는데
아 미안 이번 주말에 우리 둘이 맛있는 거 먹으러 가자 어디 갈까?"
h_180,일반 대화,"야 내 옆에서 양파 좀 까지 마 눈물이 멈추지 않아 주방이 가스실이야
요리하려면 양파를 까야 하잖아 어쩔 수 없는 거야 좀 참아
그러면 저쪽 구석에서 좀 까든가 굳이 내 바로 옆에서 해야 해? ㅋㅋ
알겠어 베란다에서 깔게 ㅋㅋ 그래도 내가 맛있는 거 만들어줄 테니까 기대해"
h_181,일반 대화,"야 왜 칭찬을 못 하니 내가 이렇게 열심히 했는데 한마디만 해줘
잘했어 수고했어 그거면 됐어?
진심이 하나도 안 느껴지는데 ㅋㅋ 좀 더 구체적으로 말해줘
알겠어 진짜 잘했어 특히 발표 부분이 인상적이었고 자료 정리도 깔끔했어 만족해?"
h_182,일반 대화,"오빠 왜 항상 동생한테만 잘해줘 나한테는 왜 그렇게 무심해
뭔 소리야 너한테도 잘하잖아 동생이 막내니까 좀 더 챙기는 것뿐이야
아까도 아이스크림 동생한테만 사줬잖아 나는 물어보지도 않고
아 그건 동생이 먼저 편의점에 같이 갔으니까 너도 사줄게 지금 갈래?"
h_183,일반 대화,"야 게임 몇 시간째 하고 있어 좀 쉬어라 눈 나빠지겠다 진지하게 말하는 거야
한 판만 더 하면 되거든 랭크 올리기 직전이야 좀만 기다려
아까도 한 판만이라고 했잖아 ㅋㅋ 벌써 세 시간째인데 중독 아니야?
알겠어 이번 판 끝나면 진짜 끌게 타이머 맞춰놓았으니까 봐줘"
h_184,일반 대화,"자기야 냉장고에 이름표까지 붙여놓은 내 케이크 먹은 거야? 설마 아니라고 해줘
아 그거 자기 거였어? 이름표 못 봤어 진짜 미안해 배고파서 먹었어
이름표를 눈 앞에 붙여놨는데 못 봤다고? ㅋㅋ 선택적 무시야 그거
미안해 내일 퇴근길에 더 큰 사이즈로 새로 사줄게 좋아하는 초코 케이크로"
h_185,일반 대화,"야 너는 왜 항상 운이 좋아 이번 경품 추첨에서도 당첨이야? 불공평하다
타고난 운이지 뭐 ㅎㅎ 이번엔 무선 충전기 당첨됐어
ㅋㅋ 진짜 얄밉다 나는 매번 꽝인데 운을 좀 나눠줘
대신 이번 경품 너 줄게 나는 이미 무선 충전기 있거든 축하해 ㅋㅋ"
h_186,일반 대화,"야 네 기계식 키보드 타이핑 소리 좀 줄여봐 밤에 소리가 벽 너머로 다 들려
이게 청축이라 어쩔 수 없어 기계식 특유의 타건감이 좋잖아
타건감보다 옆 사람 수면권이 더 중요하거든 ㅋㅋ 적축으로 바꾸든가
오링 끼우면 소음 많이 줄어든다는데 주말에 사서 달아볼게 미안해"
h_187,일반 대화,"야 왜 빨래를 색깔별로 분리 안 하고 한꺼번에 돌렸어 흰옷에 물 들었잖아
아 미안 바빠서 분리하는 거 깜빡했어 빨리 빨래 넣어야 해서
이 흰 티셔츠 아끼던 건데 ㅠㅠ 핑크색으로 물들었어 입을 수가 없어
미안해 표백제 사올게 안 빠지면 새 거 사줄게 다음엔 꼭 분리할게"
h_188,일반 대화,"야 농구에서 졌으면 졌다고 인정해 왜 심판 탓을 해 ㅋㅋ 보기 안 좋아
화 안 냈거든 다만 저 파울 콜은 진짜 억울했어 명백한 오심이잖아
얼굴이 빨개졌던 거는 뭐야 화 안 난 사람 얼굴이 아니었는데 ㅋㅋ
그건 뛰어서 그런 거야 ㅋㅋ 알겠어 인정할게 다음에 다시 한판 하자 복수전"
h_189,일반 대화,"야 네가 맛집이라고 강력 추천한 그 식당 진짜 별로였어 실망했다
엥 나는 갈 때마다 맛있었는데 네 입맛이 좀 특이한 거 아니야?
아무리 봐도 짜기만 하고 양도 적었어 ㅋㅋ 가성비가 안 나와
그럼 다음에는 네가 맛집 골라봐 네 기준에 맞는 곳으로 내가 따라갈게"
h_190,일반 대화,"야 오늘 왜 이렇게 늦게 일어나 벌써 11시야 약속 1시잖아 준비 안 해?
주말인데 좀 푹 자면 안 돼? 평일에 못 잤으니까 주말에 보충하는 거야
약속 2시간 전이야 씻고 옷 입고 이동하면 시간 빠듯한데
아 맞다 시간 가는 줄 몰랐네 지금 바로 준비할게 1시까지 간다 기다려"
h_191,일반 대화,"야 사진 보정 좀 자연스럽게 해 코가 어디 갔어 ㅋㅋ 이거 누구야
뭐가 원래 이렇게 생긴 건데 약간만 보정한 거야
약간이라고? 코가 반으로 줄었고 눈이 두 배로 커졌잖아 ㅋㅋㅋ
에이 원본이랑 비교해봐 살짝만 한 건데 알겠어 좀 줄일게 ㅋㅋ"
h_192,일반 대화,"야 심심한데 내기하자 지는 사람이 오늘 저녁 밥 사는 거야 어때?
좋아 뭘로 내기할 건데? 공정한 게임이어야 해
가위바위보 5판 3선승 이거보다 공정한 게 어딨어
오케이 해보자 나 가위바위보 실력 좋은데 절대 안 진다 각오해"
h_193,일반 대화,"자기야 아까 전화 3번이나 했는데 왜 한 번도 안 받았어 무슨 일 있는 줄 알았잖아
미안해 팀 회의 중이어서 폰을 무음으로 해놨었어 걱정했지?
회의가 2시간이었어? ㅋㅋ 그래도 중간에 화장실 갈 때 확인이라도 해줘
맞아 미안 앞으로는 쉬는 시간에 꼭 확인할게 회의 끝나자마자 바로 전화했잖아"
h_194,일반 대화,"야 내 별명 왜 감자로 지은 거야 ㅋㅋ 다른 사람들 앞에서 그렇게 부르지 마
감자가 귀여워서 그런 거야 동글동글한 게 너랑 닮아서
감자가 어떻게 귀여워 ㅋㅋ 좀 더 세련된 별명은 안 되나?
안 돼 감자가 딱이야 ㅋㅋ 다른 사람 앞에서는 안 부를게 우리끼리만 약속"
h_195,일반 대화,"야 너 혹시 뒤에서 내 흉보고 다니는 거 아니지? 수진이가 좀 이상한 말 하던데
뭔 소리야 절대 아니거든 내가 왜 네 흉을 봐 어떤 말 들었는데?
아 ㅋㅋ 장난이야 수진이가 오빠가 너 자랑만 한다고 하더라
뭐야 놀리지 마 ㅋㅋ 나 진짜 오해할 뻔했잖아 맞아 네 자랑만 하고 다녀"
h_196,일반 대화,"야 거기 내 자리인데 왜 앉아있어 맨날 여기 앉잖아 나 오는 거 봤으면서
아 몰랐어 여기 지정석이야? ㅋㅋ 이름 써있는 거 못 봤는데
보면 모르나 매일 여기 앉잖아 고정 자리라고 ㅋㅋ 다른 자리 많잖아
알겠어 옮길게 옮길게 ㅋㅋ 자리에 이름표라도 붙여놔 다음엔"
h_197,일반 대화,"야 네가 짠 코드 돌려봤는데 에러가 여기저기서 터져 ㅋㅋ 테스트 해본 거 맞아?
어디가 잘못됐어? 로컬에서는 됐는데 환경 차이인가
여기 봐봐 변수명 오타 있고 여기는 세미콜론 빠졌어 기본적인 건데
아 ㅋㅋ 진짜네 급하게 커밋해서 리뷰를 못 했다 고마워 지금 바로 수정할게"
h_198,일반 대화,"야 노래방에서 마이크 좀 내려놔 3곡 연속으로 부르잖아 다른 사람도 부르고 싶거든
아 미안 내가 좋아하는 노래가 연속으로 나와서 흥이 나버렸어
다른 사람들 리스트에 곡 쌓여있는 거 안 보여? 대기줄이 밀렸다고 ㅋㅋ
알겠어 이 곡만 마지막으로 부르고 넘길게 다음에 또 내 차례 오면 부를게"
h_199,일반 대화,"야 왜 나만 빼놓고 새 단톡방 만들었어? ㅋㅋ 캡처본 봤거든 증거 있어
아 깜빡하고 초대 안 한 거야 진짜야 일부러 뺀 거 아니거든
거짓말 같은데 방 이름이 뭐였는데 그건 비밀이야? ㅋㅋ
진짜 실수야 지금 바로 초대할게 ㅎㅎ 의심하지 마 서운하게 한 거 미안해"
